anio,Pais,edad,promedio
2001,Finland,05-14 years,0.78
2001,Finland,15-24 years,17.51
2001,Finland,25-34 years,27.53
2001,Finland,35-54 years,35.35
2001,Finland,55-74 years,27.34
2001,Finland,75+ years,19.42
2001,France,05-14 years,0.47
2001,France,15-24 years,7.4
2001,France,25-34 years,16.21
2001,France,35-54 years,25.24
2001,France,55-74 years,23.74
2001,France,75+ years,37.74
2001,Georgia,05-14 years,0.15
2001,Georgia,15-24 years,1.16
2001,Georgia,25-34 years,1.95
2001,Georgia,35-54 years,2.42
2001,Georgia,55-74 years,4.95
2001,Georgia,75+ years,6.12
2001,Germany,05-14 years,0.55
2001,Germany,15-24 years,7.69
2001,Germany,25-34 years,10.58
2001,Germany,35-54 years,15.97
2001,Germany,55-74 years,18.55
2001,Germany,75+ years,31.14
2001,Greece,05-14 years,0.27
2001,Greece,15-24 years,1.62
2001,Greece,25-34 years,3.09
2001,Greece,35-54 years,3.96
2001,Greece,55-74 years,3.99
2001,Greece,75+ years,5.8
2001,Grenada,05-14 years,0
2001,Grenada,15-24 years,0
2001,Grenada,25-34 years,0
2001,Grenada,35-54 years,0
2001,Grenada,55-74 years,0
2001,Grenada,75+ years,0
2001,Guatemala,05-14 years,0.18
2001,Guatemala,15-24 years,3.3
2001,Guatemala,25-34 years,2.8
2001,Guatemala,35-54 years,2.57
2001,Guatemala,55-74 years,2.55
2001,Guatemala,75+ years,3.18
2001,Guyana,05-14 years,0.55
2001,Guyana,15-24 years,27.82
2001,Guyana,25-34 years,45.85
2001,Guyana,35-54 years,47.24
2001,Guyana,55-74 years,47.63
2001,Guyana,75+ years,17.25
2001,Hungary,05-14 years,0.34
2001,Hungary,15-24 years,11.18
2001,Hungary,25-34 years,19.33
2001,Hungary,35-54 years,44.91
2001,Hungary,55-74 years,39
2001,Hungary,75+ years,69.25
2001,Iceland,05-14 years,0
2001,Iceland,15-24 years,18.65
2001,Iceland,25-34 years,16.78
2001,Iceland,35-54 years,17.84
2001,Iceland,55-74 years,12.1
2001,Iceland,75+ years,13.65
2001,Ireland,05-14 years,0.36
2001,Ireland,15-24 years,16.14
2001,Ireland,25-34 years,19.51
2001,Ireland,35-54 years,16.88
2001,Ireland,55-74 years,14.48
2001,Ireland,75+ years,5.88
2001,Israel,05-14 years,0.26
2001,Israel,15-24 years,7.77
2001,Israel,25-34 years,7.03
2001,Israel,35-54 years,7.92
2001,Israel,55-74 years,8.9
2001,Israel,75+ years,19.55
2001,Italy,05-14 years,0.25
2001,Italy,15-24 years,3.94
2001,Italy,25-34 years,6.23
2001,Italy,35-54 years,7.35
2001,Italy,55-74 years,10.14
2001,Italy,75+ years,15.96
2001,Jamaica,05-14 years,0
2001,Jamaica,15-24 years,0.21
2001,Jamaica,25-34 years,0.24
2001,Jamaica,35-54 years,0.18
2001,Jamaica,55-74 years,0.75
2001,Jamaica,75+ years,0
2001,Japan,05-14 years,0.5
2001,Japan,15-24 years,10.89
2001,Japan,25-34 years,18.24
2001,Japan,35-54 years,28.85
2001,Japan,55-74 years,35.87
2001,Japan,75+ years,35.59
2001,Kazakhstan,05-14 years,2.87
2001,Kazakhstan,15-24 years,30.27
2001,Kazakhstan,25-34 years,42.26
2001,Kazakhstan,35-54 years,45.09
2001,Kazakhstan,55-74 years,40.52
2001,Kazakhstan,75+ years,32.97
2001,Kiribati,05-14 years,0
2001,Kiribati,15-24 years,0
2001,Kiribati,25-34 years,0
2001,Kiribati,35-54 years,0
2001,Kiribati,55-74 years,0
2001,Kiribati,75+ years,0
2001,Kuwait,05-14 years,0
2001,Kuwait,15-24 years,0.61
2001,Kuwait,25-34 years,1.95
2001,Kuwait,35-54 years,2.56
2001,Kuwait,55-74 years,0
2001,Kuwait,75+ years,0
2001,Kyrgyzstan,05-14 years,2.04
2001,Kyrgyzstan,15-24 years,13.94
2001,Kyrgyzstan,25-34 years,13.28
2001,Kyrgyzstan,35-54 years,19.79
2001,Kyrgyzstan,55-74 years,19.63
2001,Kyrgyzstan,75+ years,19.9
2001,Latvia,05-14 years,0.99
2001,Latvia,15-24 years,14.63
2001,Latvia,25-34 years,30.55
2001,Latvia,35-54 years,45.68
2001,Latvia,55-74 years,42.33
2001,Latvia,75+ years,38.65
2001,Lithuania,05-14 years,1.82
2001,Lithuania,15-24 years,27.44
2001,Lithuania,25-34 years,42.58
2001,Lithuania,35-54 years,70.7
2001,Lithuania,55-74 years,60.28
2001,Lithuania,75+ years,53.74
2001,Luxembourg,05-14 years,0
2001,Luxembourg,15-24 years,7.88
2001,Luxembourg,25-34 years,21.93
2001,Luxembourg,35-54 years,14.15
2001,Luxembourg,55-74 years,31.43
2001,Luxembourg,75+ years,39.09
2001,Maldives,05-14 years,0
2001,Maldives,15-24 years,1.53
2001,Maldives,25-34 years,2.46
2001,Maldives,35-54 years,0
2001,Maldives,55-74 years,0
2001,Maldives,75+ years,39.34
2001,Malta,05-14 years,0
2001,Malta,15-24 years,8.5
2001,Malta,25-34 years,7.72
2001,Malta,35-54 years,10.36
2001,Malta,55-74 years,11.42
2001,Malta,75+ years,5.02
2001,Mauritius,05-14 years,1
2001,Mauritius,15-24 years,10.33
2001,Mauritius,25-34 years,13.94
2001,Mauritius,35-54 years,13.88
2001,Mauritius,55-74 years,13.44
2001,Mauritius,75+ years,7.19
2001,Mexico,05-14 years,0.61
2001,Mexico,15-24 years,5.69
2001,Mexico,25-34 years,5.51
2001,Mexico,35-54 years,4.64
2001,Mexico,55-74 years,4.74
2001,Mexico,75+ years,8.64
2001,Montenegro,05-14 years,0
2001,Montenegro,15-24 years,0
2001,Montenegro,25-34 years,0
2001,Montenegro,35-54 years,0
2001,Montenegro,55-74 years,0
2001,Montenegro,75+ years,0
2001,Netherlands,05-14 years,0.15
2001,Netherlands,15-24 years,5.41
2001,Netherlands,25-34 years,10.12
2001,Netherlands,35-54 years,13.52
2001,Netherlands,55-74 years,10.92
2001,Netherlands,75+ years,15.21
2001,New Zealand,05-14 years,0.5
2001,New Zealand,15-24 years,20.63
2001,New Zealand,25-34 years,22.05
2001,New Zealand,35-54 years,15.22
2001,New Zealand,55-74 years,11.8
2001,New Zealand,75+ years,16.28
2001,Norway,05-14 years,0
2001,Norway,15-24 years,14.97
2001,Norway,25-34 years,13.98
2001,Norway,35-54 years,16.48
2001,Norway,55-74 years,15.34
2001,Norway,75+ years,13.09
2001,Panama,05-14 years,0.32
2001,Panama,15-24 years,7.41
2001,Panama,25-34 years,8.53
2001,Panama,35-54 years,6.16
2001,Panama,55-74 years,8.57
2001,Panama,75+ years,11.76
2001,Paraguay,05-14 years,0.75
2001,Paraguay,15-24 years,5.69
2001,Paraguay,25-34 years,3.04
2001,Paraguay,35-54 years,2.65
2001,Paraguay,55-74 years,5.12
2001,Paraguay,75+ years,9.87
2001,Philippines,05-14 years,0.1
2001,Philippines,15-24 years,2.63
2001,Philippines,25-34 years,2.45
2001,Philippines,35-54 years,2.04
2001,Philippines,55-74 years,2.63
2001,Philippines,75+ years,2.94
2001,Poland,05-14 years,0.73
2001,Poland,15-24 years,11.13
2001,Poland,25-34 years,15.16
2001,Poland,35-54 years,25.06
2001,Poland,55-74 years,19.87
2001,Poland,75+ years,12.35
2001,Portugal,05-14 years,0.18
2001,Portugal,15-24 years,3.36
2001,Portugal,25-34 years,6.41
2001,Portugal,35-54 years,6.83
2001,Portugal,55-74 years,11.57
2001,Portugal,75+ years,24.05
2001,Puerto Rico,05-14 years,0.33
2001,Puerto Rico,15-24 years,6.89
2001,Puerto Rico,25-34 years,8.4
2001,Puerto Rico,35-54 years,11.07
2001,Puerto Rico,55-74 years,11.48
2001,Puerto Rico,75+ years,11.91
2001,Qatar,05-14 years,0
2001,Qatar,15-24 years,2.49
2001,Qatar,25-34 years,4.34
2001,Qatar,35-54 years,7.76
2001,Qatar,55-74 years,0
2001,Qatar,75+ years,0
2001,Republic of Korea,05-14 years,0.5
2001,Republic of Korea,15-24 years,7.68
2001,Republic of Korea,25-34 years,13.26
2001,Republic of Korea,35-54 years,18.63
2001,Republic of Korea,55-74 years,29.76
2001,Republic of Korea,75+ years,56.31
2001,Romania,05-14 years,1.09
2001,Romania,15-24 years,6.09
2001,Romania,25-34 years,10.71
2001,Romania,35-54 years,20.44
2001,Romania,55-74 years,16.91
2001,Romania,75+ years,15.91
2001,Russian Federation,05-14 years,2.73
2001,Russian Federation,15-24 years,35.1
2001,Russian Federation,25-34 years,50.34
2001,Russian Federation,35-54 years,54.31
2001,Russian Federation,55-74 years,45.84
2001,Russian Federation,75+ years,40.36
2001,Saint Lucia,05-14 years,0
2001,Saint Lucia,15-24 years,6.55
2001,Saint Lucia,25-34 years,12.15
2001,Saint Lucia,35-54 years,3.02
2001,Saint Lucia,55-74 years,6.87
2001,Saint Lucia,75+ years,0
2001,Saint Vincent and Grenadines,05-14 years,0
2001,Saint Vincent and Grenadines,15-24 years,0
2001,Saint Vincent and Grenadines,25-34 years,17.89
2001,Saint Vincent and Grenadines,35-54 years,12.87
2001,Saint Vincent and Grenadines,55-74 years,10.06
2001,Saint Vincent and Grenadines,75+ years,31.86
2001,Serbia,05-14 years,0.47
2001,Serbia,15-24 years,8.15
2001,Serbia,25-34 years,11.57
2001,Serbia,35-54 years,20.54
2001,Serbia,55-74 years,31.8
2001,Serbia,75+ years,65.18
2001,Seychelles,05-14 years,0
2001,Seychelles,15-24 years,0
2001,Seychelles,25-34 years,14.27
2001,Seychelles,35-54 years,15.38
2001,Seychelles,55-74 years,12.88
2001,Seychelles,75+ years,0
2001,Singapore,05-14 years,1
2001,Singapore,15-24 years,8.7
2001,Singapore,25-34 years,11.65
2001,Singapore,35-54 years,9.57
2001,Singapore,55-74 years,14.9
2001,Singapore,75+ years,35.29
2001,Slovakia,05-14 years,0.4
2001,Slovakia,15-24 years,7.42
2001,Slovakia,25-34 years,12.95
2001,Slovakia,35-54 years,21.33
2001,Slovakia,55-74 years,16.27
2001,Slovakia,75+ years,20.45
2001,Slovenia,05-14 years,0.91
2001,Slovenia,15-24 years,16.1
2001,Slovenia,25-34 years,24.2
2001,Slovenia,35-54 years,35.59
2001,Slovenia,55-74 years,45.8
2001,Slovenia,75+ years,63.74
2001,South Africa,05-14 years,0.07
2001,South Africa,15-24 years,1.18
2001,South Africa,25-34 years,1.55
2001,South Africa,35-54 years,1.26
2001,South Africa,55-74 years,0.56
2001,South Africa,75+ years,1.04
2001,Spain,05-14 years,0.27
2001,Spain,15-24 years,4.11
2001,Spain,25-34 years,7.36
2001,Spain,35-54 years,8.33
2001,Spain,55-74 years,11.13
2001,Spain,75+ years,20.74
2001,Sri Lanka,05-14 years,0.99
2001,Sri Lanka,15-24 years,25.12
2001,Sri Lanka,25-34 years,32.93
2001,Sri Lanka,35-54 years,35.67
2001,Sri Lanka,55-74 years,36.11
2001,Sri Lanka,75+ years,45.14
2001,Suriname,05-14 years,2
2001,Suriname,15-24 years,8.4
2001,Suriname,25-34 years,32.77
2001,Suriname,35-54 years,19.48
2001,Suriname,55-74 years,33.12
2001,Suriname,75+ years,11.54
2001,Sweden,05-14 years,0.43
2001,Sweden,15-24 years,7.48
2001,Sweden,25-34 years,10.99
2001,Sweden,35-54 years,18.26
2001,Sweden,55-74 years,19.16
2001,Sweden,75+ years,24.24
2001,Switzerland,05-14 years,0.47
2001,Switzerland,15-24 years,13.69
2001,Switzerland,25-34 years,12.99
2001,Switzerland,35-54 years,20.4
2001,Switzerland,55-74 years,27.73
2001,Switzerland,75+ years,46.86
2001,Trinidad and Tobago,05-14 years,0.89
2001,Trinidad and Tobago,15-24 years,17.3
2001,Trinidad and Tobago,25-34 years,15.99
2001,Trinidad and Tobago,35-54 years,21.18
2001,Trinidad and Tobago,55-74 years,15.99
2001,Trinidad and Tobago,75+ years,24.72
2001,Turkmenistan,05-14 years,0.78
2001,Turkmenistan,15-24 years,12.94
2001,Turkmenistan,25-34 years,19.11
2001,Turkmenistan,35-54 years,16.03
2001,Turkmenistan,55-74 years,8.79
2001,Turkmenistan,75+ years,4.9
2001,Ukraine,05-14 years,1.34
2001,Ukraine,15-24 years,16.49
2001,Ukraine,25-34 years,26.92
2001,Ukraine,35-54 years,38.18
2001,Ukraine,55-74 years,38.72
2001,Ukraine,75+ years,33.13
2001,United Kingdom,05-14 years,0.09
2001,United Kingdom,15-24 years,5.99
2001,United Kingdom,25-34 years,10.11
2001,United Kingdom,35-54 years,10.18
2001,United Kingdom,55-74 years,7.21
2001,United Kingdom,75+ years,7.49
2001,United States,05-14 years,0.68
2001,United States,15-24 years,9.94
2001,United States,25-34 years,12.8
2001,United States,35-54 years,14.94
2001,United States,55-74 years,13.18
2001,United States,75+ years,17.44
2001,Uruguay,05-14 years,0.73
2001,Uruguay,15-24 years,12.36
2001,Uruguay,25-34 years,12.2
2001,Uruguay,35-54 years,20.9
2001,Uruguay,55-74 years,26.85
2001,Uruguay,75+ years,32.85
2001,Uzbekistan,05-14 years,1.27
2001,Uzbekistan,15-24 years,10.53
2001,Uzbekistan,25-34 years,12.86
2001,Uzbekistan,35-54 years,12.41
2001,Uzbekistan,55-74 years,10.16
2001,Uzbekistan,75+ years,9.23
2002,Albania,05-14 years,0.32
2002,Albania,15-24 years,5.38
2002,Albania,25-34 years,6.98
2002,Albania,35-54 years,6.6
2002,Albania,55-74 years,4.36
2002,Albania,75+ years,6.38
2002,Antigua and Barbuda,05-14 years,0
2002,Antigua and Barbuda,15-24 years,0
2002,Antigua and Barbuda,25-34 years,0
2002,Antigua and Barbuda,35-54 years,0
2002,Antigua and Barbuda,55-74 years,0
2002,Antigua and Barbuda,75+ years,0
2002,Argentina,05-14 years,0.86
2002,Argentina,15-24 years,10.61
2002,Argentina,25-34 years,9.09
2002,Argentina,35-54 years,9.51
2002,Argentina,55-74 years,15.25
2002,Argentina,75+ years,18.49
2002,Armenia,05-14 years,0.17
2002,Armenia,15-24 years,1.02
2002,Armenia,25-34 years,3.03
2002,Armenia,35-54 years,3.15
2002,Armenia,55-74 years,4.91
2002,Armenia,75+ years,4.57
2002,Aruba,05-14 years,0
2002,Aruba,15-24 years,8.27
2002,Aruba,25-34 years,14.61
2002,Aruba,35-54 years,6.28
2002,Aruba,55-74 years,30.2
2002,Aruba,75+ years,0
2002,Australia,05-14 years,0.29
2002,Australia,15-24 years,11.3
2002,Australia,25-34 years,19.29
2002,Australia,35-54 years,16.89
2002,Australia,55-74 years,10.95
2002,Australia,75+ years,11.87
2002,Austria,05-14 years,0.42
2002,Austria,15-24 years,11.97
2002,Austria,25-34 years,16.06
2002,Austria,35-54 years,22.84
2002,Austria,55-74 years,26.87
2002,Austria,75+ years,44.65
2002,Azerbaijan,05-14 years,0.23
2002,Azerbaijan,15-24 years,0.63
2002,Azerbaijan,25-34 years,0.79
2002,Azerbaijan,35-54 years,1.9
2002,Azerbaijan,55-74 years,3.16
2002,Azerbaijan,75+ years,2.23
2002,Bahamas,05-14 years,0
2002,Bahamas,15-24 years,3.68
2002,Bahamas,25-34 years,0
2002,Bahamas,35-54 years,1.24
2002,Bahamas,55-74 years,0
2002,Bahamas,75+ years,0
2002,Bahrain,05-14 years,0
2002,Bahrain,15-24 years,2.98
2002,Bahrain,25-34 years,5.11
2002,Bahrain,35-54 years,6.57
2002,Bahrain,55-74 years,0
2002,Bahrain,75+ years,0
2002,Barbados,05-14 years,0
2002,Barbados,15-24 years,0
2002,Barbados,25-34 years,0
2002,Barbados,35-54 years,0
2002,Barbados,55-74 years,0
2002,Barbados,75+ years,0
2002,Belarus,05-14 years,2
2002,Belarus,15-24 years,20.56
2002,Belarus,25-34 years,42.03
2002,Belarus,35-54 years,49.08
2002,Belarus,55-74 years,42.09
2002,Belarus,75+ years,30.67
2002,Belgium,05-14 years,0.41
2002,Belgium,15-24 years,10.49
2002,Belgium,25-34 years,20.91
2002,Belgium,35-54 years,28.92
2002,Belgium,55-74 years,25.77
2002,Belgium,75+ years,30.36
2002,Belize,05-14 years,1.49
2002,Belize,15-24 years,5.65
2002,Belize,25-34 years,2.36
2002,Belize,35-54 years,18.55
2002,Belize,55-74 years,6.75
2002,Belize,75+ years,0
2002,Brazil,05-14 years,0.31
2002,Brazil,15-24 years,4.63
2002,Brazil,25-34 years,5.88
2002,Brazil,35-54 years,6.55
2002,Brazil,55-74 years,6.71
2002,Brazil,75+ years,8.68
2002,Bulgaria,05-14 years,1.07
2002,Bulgaria,15-24 years,6.75
2002,Bulgaria,25-34 years,10.64
2002,Bulgaria,35-54 years,17.83
2002,Bulgaria,55-74 years,25.16
2002,Bulgaria,75+ years,54.48
2002,Canada,05-14 years,0.85
2002,Canada,15-24 years,11.5
2002,Canada,25-34 years,13.6
2002,Canada,35-54 years,16.86
2002,Canada,55-74 years,12.88
2002,Canada,75+ years,10.67
2002,Chile,05-14 years,0.79
2002,Chile,15-24 years,11.03
2002,Chile,25-34 years,13.75
2002,Chile,35-54 years,15.19
2002,Chile,55-74 years,13.64
2002,Chile,75+ years,15.6
2002,Colombia,05-14 years,1.37
2002,Colombia,15-24 years,10.89
2002,Colombia,25-34 years,8.15
2002,Colombia,35-54 years,5.81
2002,Colombia,55-74 years,5.88
2002,Colombia,75+ years,6.84
2002,Costa Rica,05-14 years,0.61
2002,Costa Rica,15-24 years,10.04
2002,Costa Rica,25-34 years,10.02
2002,Costa Rica,35-54 years,9.4
2002,Costa Rica,55-74 years,7.57
2002,Costa Rica,75+ years,8.78
2002,Croatia,05-14 years,0
2002,Croatia,15-24 years,10.93
2002,Croatia,25-34 years,17.42
2002,Croatia,35-54 years,19.5
2002,Croatia,55-74 years,32.81
2002,Croatia,75+ years,55.11
2002,Cuba,05-14 years,0.25
2002,Cuba,15-24 years,6.52
2002,Cuba,25-34 years,13.62
2002,Cuba,35-54 years,17.23
2002,Cuba,55-74 years,25.27
2002,Cuba,75+ years,53.09
2002,Czech Republic,05-14 years,0.52
2002,Czech Republic,15-24 years,8.01
2002,Czech Republic,25-34 years,13.07
2002,Czech Republic,35-54 years,21.51
2002,Czech Republic,55-74 years,18.16
2002,Czech Republic,75+ years,34.98
2002,Denmark,05-14 years,0
2002,Denmark,15-24 years,7.73
2002,Denmark,25-34 years,9.88
2002,Denmark,35-54 years,15.83
2002,Denmark,55-74 years,18.71
2002,Denmark,75+ years,31.35
2002,Ecuador,05-14 years,1.34
2002,Ecuador,15-24 years,8.82
2002,Ecuador,25-34 years,5.77
2002,Ecuador,35-54 years,5.09
2002,Ecuador,55-74 years,4.22
2002,Ecuador,75+ years,4.87
2002,El Salvador,05-14 years,0.77
2002,El Salvador,15-24 years,15.53
2002,El Salvador,25-34 years,10.32
2002,El Salvador,35-54 years,9.45
2002,El Salvador,55-74 years,7.96
2002,El Salvador,75+ years,9.23
2002,Estonia,05-14 years,2.99
2002,Estonia,15-24 years,19
2002,Estonia,25-34 years,30.4
2002,Estonia,35-54 years,37.59
2002,Estonia,55-74 years,32.36
2002,Estonia,75+ years,37.55
2002,Fiji,05-14 years,1.69
2002,Fiji,15-24 years,9.15
2002,Fiji,25-34 years,7.48
2002,Fiji,35-54 years,4.32
2002,Fiji,55-74 years,7.32
2002,Fiji,75+ years,24.69
2002,Finland,05-14 years,0.47
2002,Finland,15-24 years,18.39
2002,Finland,25-34 years,23.91
2002,Finland,35-54 years,29.63
2002,Finland,55-74 years,26.45
2002,Finland,75+ years,21.2
2002,France,05-14 years,0.5
2002,France,15-24 years,7.58
2002,France,25-34 years,16.43
2002,France,35-54 years,25.58
2002,France,55-74 years,24.07
2002,France,75+ years,36.63
2002,Germany,05-14 years,0.28
2002,Germany,15-24 years,7.93
2002,Germany,25-34 years,10.23
2002,Germany,35-54 years,15.91
2002,Germany,55-74 years,18.4
2002,Germany,75+ years,31.22
2002,Greece,05-14 years,0
2002,Greece,15-24 years,2.01
2002,Greece,25-34 years,2.61
2002,Greece,35-54 years,3.07
2002,Greece,55-74 years,4.57
2002,Greece,75+ years,6.21
2002,Grenada,05-14 years,0
2002,Grenada,15-24 years,0
2002,Grenada,25-34 years,0
2002,Grenada,35-54 years,0
2002,Grenada,55-74 years,0
2002,Grenada,75+ years,0
2002,Guatemala,05-14 years,0.24
2002,Guatemala,15-24 years,3.47
2002,Guatemala,25-34 years,3.73
2002,Guatemala,35-54 years,3.27
2002,Guatemala,55-74 years,4.26
2002,Guatemala,75+ years,4.77
2002,Guyana,05-14 years,3.27
2002,Guyana,15-24 years,33.96
2002,Guyana,25-34 years,35.31
2002,Guyana,35-54 years,39.54
2002,Guyana,55-74 years,32.93
2002,Guyana,75+ years,8.56
2002,Hungary,05-14 years,0.6
2002,Hungary,15-24 years,10.46
2002,Hungary,25-34 years,17.63
2002,Hungary,35-54 years,43.9
2002,Hungary,55-74 years,36.82
2002,Hungary,75+ years,62.92
2002,Iceland,05-14 years,0
2002,Iceland,15-24 years,9.37
2002,Iceland,25-34 years,21.7
2002,Iceland,35-54 years,10.04
2002,Iceland,55-74 years,18.9
2002,Iceland,75+ years,6.62
2002,Ireland,05-14 years,0.55
2002,Ireland,15-24 years,16.06
2002,Ireland,25-34 years,19.28
2002,Ireland,35-54 years,13.23
2002,Ireland,55-74 years,12.73
2002,Ireland,75+ years,5.25
2002,Israel,05-14 years,0.17
2002,Israel,15-24 years,6.71
2002,Israel,25-34 years,6.99
2002,Israel,35-54 years,8.63
2002,Israel,55-74 years,7.93
2002,Israel,75+ years,14.45
2002,Italy,05-14 years,0.2
2002,Italy,15-24 years,4.07
2002,Italy,25-34 years,6.5
2002,Italy,35-54 years,7.47
2002,Italy,55-74 years,9.94
2002,Italy,75+ years,15.24
2002,Jamaica,05-14 years,0
2002,Jamaica,15-24 years,0
2002,Jamaica,25-34 years,0
2002,Jamaica,35-54 years,0.34
2002,Jamaica,55-74 years,0
2002,Jamaica,75+ years,0
2002,Japan,05-14 years,0.3
2002,Japan,15-24 years,10.65
2002,Japan,25-34 years,18.61
2002,Japan,35-54 years,30.22
2002,Japan,55-74 years,36.01
2002,Japan,75+ years,33.7
2002,Kazakhstan,05-14 years,3.11
2002,Kazakhstan,15-24 years,27.97
2002,Kazakhstan,25-34 years,41.92
2002,Kazakhstan,35-54 years,41.64
2002,Kazakhstan,55-74 years,41.21
2002,Kazakhstan,75+ years,30.92
2002,Kuwait,05-14 years,0
2002,Kuwait,15-24 years,1.98
2002,Kuwait,25-34 years,2.66
2002,Kuwait,35-54 years,3.11
2002,Kuwait,55-74 years,0
2002,Kuwait,75+ years,0
2002,Kyrgyzstan,05-14 years,1.64
2002,Kyrgyzstan,15-24 years,12.18
2002,Kyrgyzstan,25-34 years,15.05
2002,Kyrgyzstan,35-54 years,21.62
2002,Kyrgyzstan,55-74 years,17.28
2002,Kyrgyzstan,75+ years,14.38
2002,Latvia,05-14 years,1.41
2002,Latvia,15-24 years,17.39
2002,Latvia,25-34 years,26.81
2002,Latvia,35-54 years,42.51
2002,Latvia,55-74 years,40.34
2002,Latvia,75+ years,36.64
2002,Lithuania,05-14 years,1.06
2002,Lithuania,15-24 years,34.03
2002,Lithuania,25-34 years,48.33
2002,Lithuania,35-54 years,71.95
2002,Lithuania,55-74 years,54.81
2002,Lithuania,75+ years,45.24
2002,Luxembourg,05-14 years,0
2002,Luxembourg,15-24 years,13.73
2002,Luxembourg,25-34 years,11.81
2002,Luxembourg,35-54 years,19.02
2002,Luxembourg,55-74 years,43.59
2002,Luxembourg,75+ years,34.26
2002,Maldives,05-14 years,0
2002,Maldives,15-24 years,2.85
2002,Maldives,25-34 years,0
2002,Maldives,35-54 years,2.08
2002,Maldives,55-74 years,0
2002,Maldives,75+ years,0
2002,Malta,05-14 years,0
2002,Malta,15-24 years,0
2002,Malta,25-34 years,9.35
2002,Malta,35-54 years,6.1
2002,Malta,55-74 years,8.19
2002,Malta,75+ years,4.86
2002,Mauritius,05-14 years,0
2002,Mauritius,15-24 years,13.99
2002,Mauritius,25-34 years,18.13
2002,Mauritius,35-54 years,15.35
2002,Mauritius,55-74 years,13.1
2002,Mauritius,75+ years,3.47
2002,Mexico,05-14 years,0.72
2002,Mexico,15-24 years,5.74
2002,Mexico,25-34 years,5.38
2002,Mexico,35-54 years,4.83
2002,Mexico,55-74 years,4.69
2002,Mexico,75+ years,6.39
2002,Montenegro,05-14 years,0
2002,Montenegro,15-24 years,0
2002,Montenegro,25-34 years,0
2002,Montenegro,35-54 years,0
2002,Montenegro,55-74 years,0
2002,Montenegro,75+ years,0
2002,Netherlands,05-14 years,0.35
2002,Netherlands,15-24 years,5.51
2002,Netherlands,25-34 years,10.02
2002,Netherlands,35-54 years,14.31
2002,Netherlands,55-74 years,12.57
2002,Netherlands,75+ years,14.7
2002,New Zealand,05-14 years,0
2002,New Zealand,15-24 years,17.39
2002,New Zealand,25-34 years,19.8
2002,New Zealand,35-54 years,15.12
2002,New Zealand,55-74 years,11.57
2002,New Zealand,75+ years,9.8
2002,Norway,05-14 years,0.33
2002,Norway,15-24 years,11.76
2002,Norway,25-34 years,14.65
2002,Norway,35-54 years,12.71
2002,Norway,55-74 years,15.67
2002,Norway,75+ years,12.5
2002,Panama,05-14 years,0.63
2002,Panama,15-24 years,5.63
2002,Panama,25-34 years,6.29
2002,Panama,35-54 years,7.7
2002,Panama,55-74 years,10.69
2002,Panama,75+ years,8.45
2002,Paraguay,05-14 years,0.59
2002,Paraguay,15-24 years,6.6
2002,Paraguay,25-34 years,4.66
2002,Paraguay,35-54 years,4.01
2002,Paraguay,55-74 years,3.54
2002,Paraguay,75+ years,2.09
2002,Philippines,05-14 years,0.19
2002,Philippines,15-24 years,2.86
2002,Philippines,25-34 years,2.68
2002,Philippines,35-54 years,2.04
2002,Philippines,55-74 years,2.22
2002,Philippines,75+ years,3.71
2002,Poland,05-14 years,0.82
2002,Poland,15-24 years,11.34
2002,Poland,25-34 years,14.83
2002,Poland,35-54 years,24.97
2002,Poland,55-74 years,20.03
2002,Poland,75+ years,14.33
2002,Portugal,05-14 years,0.36
2002,Portugal,15-24 years,4.25
2002,Portugal,25-34 years,9.12
2002,Portugal,35-54 years,12.73
2002,Portugal,55-74 years,18.45
2002,Portugal,75+ years,33.06
2002,Puerto Rico,05-14 years,0.17
2002,Puerto Rico,15-24 years,2.97
2002,Puerto Rico,25-34 years,8.56
2002,Puerto Rico,35-54 years,9.66
2002,Puerto Rico,55-74 years,9.35
2002,Puerto Rico,75+ years,11.69
2002,Republic of Korea,05-14 years,0.46
2002,Republic of Korea,15-24 years,8.44
2002,Republic of Korea,25-34 years,15.59
2002,Republic of Korea,35-54 years,22.74
2002,Republic of Korea,55-74 years,35.98
2002,Republic of Korea,75+ years,83.33
2002,Romania,05-14 years,1.71
2002,Romania,15-24 years,6.94
2002,Romania,25-34 years,11.74
2002,Romania,35-54 years,23.1
2002,Romania,55-74 years,20.09
2002,Romania,75+ years,18.71
2002,Russian Federation,05-14 years,2.45
2002,Russian Federation,15-24 years,33.37
2002,Russian Federation,25-34 years,48.92
2002,Russian Federation,35-54 years,51.97
2002,Russian Federation,55-74 years,44.96
2002,Russian Federation,75+ years,40.73
2002,Saint Lucia,05-14 years,0
2002,Saint Lucia,15-24 years,9.59
2002,Saint Lucia,25-34 years,8.03
2002,Saint Lucia,35-54 years,5.83
2002,Saint Lucia,55-74 years,13.58
2002,Saint Lucia,75+ years,52.93
2002,Saint Vincent and Grenadines,05-14 years,0
2002,Saint Vincent and Grenadines,15-24 years,4.67
2002,Saint Vincent and Grenadines,25-34 years,5.92
2002,Saint Vincent and Grenadines,35-54 years,12.49
2002,Saint Vincent and Grenadines,55-74 years,0
2002,Saint Vincent and Grenadines,75+ years,63.35
2002,Serbia,05-14 years,0.47
2002,Serbia,15-24 years,8.11
2002,Serbia,25-34 years,11.86
2002,Serbia,35-54 years,18.22
2002,Serbia,55-74 years,34.39
