anio,Pais,edad,promedio
1999,Thailand,25-34 anios,14.3
1999,Thailand,35-54 anios,9.7
1999,Thailand,55-74 anios,9.18
1999,Thailand,75+ anios,8.05
1999,Trinidad and Tobago,05-14 anios,0
1999,Trinidad and Tobago,15-24 anios,9.58
1999,Trinidad and Tobago,25-34 anios,19.05
1999,Trinidad and Tobago,35-54 anios,14.88
1999,Trinidad and Tobago,55-74 anios,21.38
1999,Trinidad and Tobago,75+ anios,6.47
1999,Turkmenistan,05-14 anios,0.79
1999,Turkmenistan,15-24 anios,15.91
1999,Turkmenistan,25-34 anios,16.89
1999,Turkmenistan,35-54 anios,15.06
1999,Turkmenistan,55-74 anios,12.74
1999,Turkmenistan,75+ anios,9.05
1999,Ukraine,05-14 anios,1.37
1999,Ukraine,15-24 anios,16.52
1999,Ukraine,25-34 anios,30.07
1999,Ukraine,35-54 anios,41.12
1999,Ukraine,55-74 anios,43.32
1999,Ukraine,75+ anios,36.71
1999,United Kingdom,05-14 anios,0.06
1999,United Kingdom,15-24 anios,6.7
1999,United Kingdom,25-34 anios,11.18
1999,United Kingdom,35-54 anios,10.46
1999,United Kingdom,55-74 anios,7.63
1999,United Kingdom,75+ anios,8.83
1999,United States,05-14 anios,0.62
1999,United States,15-24 anios,10.33
1999,United States,25-34 anios,13.46
1999,United States,35-54 anios,14.32
1999,United States,55-74 anios,12.9
1999,United States,75+ anios,18.49
1999,Uruguay,05-14 anios,0.74
1999,Uruguay,15-24 anios,10.96
1999,Uruguay,25-34 anios,12.27
1999,Uruguay,35-54 anios,16.57
1999,Uruguay,55-74 anios,23.42
1999,Uruguay,75+ anios,42
1999,Uzbekistan,05-14 anios,1.2
1999,Uzbekistan,15-24 anios,10.28
1999,Uzbekistan,25-34 anios,12.56
1999,Uzbekistan,35-54 anios,13.08
1999,Uzbekistan,55-74 anios,9.3
1999,Uzbekistan,75+ anios,8.44
2000,Albania,05-14 anios,0.14
2000,Albania,15-24 anios,2.18
2000,Albania,25-34 anios,4.19
2000,Albania,35-54 anios,1.27
2000,Albania,55-74 anios,2.9
2000,Albania,75+ anios,4.78
2000,Antigua and Barbuda,05-14 anios,0
2000,Antigua and Barbuda,15-24 anios,0
2000,Antigua and Barbuda,25-34 anios,0
2000,Antigua and Barbuda,35-54 anios,4.75
2000,Antigua and Barbuda,55-74 anios,13.66
2000,Antigua and Barbuda,75+ anios,0
2000,Argentina,05-14 anios,0.57
2000,Argentina,15-24 anios,8.83
2000,Argentina,25-34 anios,7.55
2000,Argentina,35-54 anios,9.01
2000,Argentina,55-74 anios,14.43
2000,Argentina,75+ anios,18.74
2000,Armenia,05-14 anios,0
2000,Armenia,15-24 anios,0.86
2000,Armenia,25-34 anios,1.6
2000,Armenia,35-54 anios,1.83
2000,Armenia,55-74 anios,3.42
2000,Armenia,75+ anios,8.65
2000,Aruba,05-14 anios,0
2000,Aruba,15-24 anios,0
2000,Aruba,25-34 anios,21.16
2000,Aruba,35-54 anios,13.4
2000,Aruba,55-74 anios,0
2000,Aruba,75+ anios,120.58
2000,Australia,05-14 anios,0.33
2000,Australia,15-24 anios,13.33
2000,Australia,25-34 anios,19.89
2000,Australia,35-54 anios,17.02
2000,Australia,55-74 anios,11.98
2000,Australia,75+ anios,13.85
2000,Austria,05-14 anios,0.85
2000,Austria,15-24 anios,13.93
2000,Austria,25-34 anios,14.75
2000,Austria,35-54 anios,22.27
2000,Austria,55-74 anios,30.88
2000,Austria,75+ anios,46.5
2000,Azerbaijan,05-14 anios,0.06
2000,Azerbaijan,15-24 anios,1.02
2000,Azerbaijan,25-34 anios,1.09
2000,Azerbaijan,35-54 anios,0.88
2000,Azerbaijan,55-74 anios,1.51
2000,Azerbaijan,75+ anios,2.47
2000,Bahamas,05-14 anios,0
2000,Bahamas,15-24 anios,1.95
2000,Bahamas,25-34 anios,8.06
2000,Bahamas,35-54 anios,6.62
2000,Bahamas,55-74 anios,3.52
2000,Bahamas,75+ anios,0
2000,Bahrain,05-14 anios,0
2000,Bahrain,15-24 anios,1.82
2000,Bahrain,25-34 anios,12.19
2000,Bahrain,35-54 anios,5.66
2000,Bahrain,55-74 anios,0
2000,Bahrain,75+ anios,0
2000,Barbados,05-14 anios,0
2000,Barbados,15-24 anios,2.52
2000,Barbados,25-34 anios,9.38
2000,Barbados,35-54 anios,6.46
2000,Barbados,55-74 anios,0
2000,Barbados,75+ anios,0
2000,Belarus,05-14 anios,1.86
2000,Belarus,15-24 anios,22.19
2000,Belarus,25-34 anios,40.64
2000,Belarus,35-54 anios,51.84
2000,Belarus,55-74 anios,47.61
2000,Belarus,75+ anios,35.28
2000,Belgium,05-14 anios,0.41
2000,Belgium,15-24 anios,14.24
2000,Belgium,25-34 anios,23.14
2000,Belgium,35-54 anios,28.13
2000,Belgium,55-74 anios,26.39
2000,Belgium,75+ anios,33.75
2000,Belize,05-14 anios,0
2000,Belize,15-24 anios,9.93
2000,Belize,25-34 anios,10.32
2000,Belize,35-54 anios,15.29
2000,Belize,55-74 anios,13.57
2000,Belize,75+ anios,29.04
2000,Brazil,05-14 anios,0.24
2000,Brazil,15-24 anios,3.99
2000,Brazil,25-34 anios,5.16
2000,Brazil,35-54 anios,6.08
2000,Brazil,55-74 anios,6.89
2000,Brazil,75+ anios,9.19
2000,Bulgaria,05-14 anios,0.53
2000,Bulgaria,15-24 anios,6.26
2000,Bulgaria,25-34 anios,12
2000,Bulgaria,35-54 anios,20.41
2000,Bulgaria,55-74 anios,23.36
2000,Bulgaria,75+ anios,59.76
2000,Canada,05-14 anios,1.12
2000,Canada,15-24 anios,13.02
2000,Canada,25-34 anios,13.69
2000,Canada,35-54 anios,17.03
2000,Canada,55-74 anios,11.94
2000,Canada,75+ anios,10.26
2000,Chile,05-14 anios,0.5
2000,Chile,15-24 anios,10.42
2000,Chile,25-34 anios,13.71
2000,Chile,35-54 anios,13.62
2000,Chile,55-74 anios,14.28
2000,Chile,75+ anios,16.13
2000,Colombia,05-14 anios,1.09
2000,Colombia,15-24 anios,11.25
2000,Colombia,25-34 anios,7.96
2000,Colombia,35-54 anios,6.06
2000,Colombia,55-74 anios,6.84
2000,Colombia,75+ anios,9.43
2000,Costa Rica,05-14 anios,0.25
2000,Costa Rica,15-24 anios,8.32
2000,Costa Rica,25-34 anios,9.99
2000,Costa Rica,35-54 anios,8.83
2000,Costa Rica,55-74 anios,7.18
2000,Costa Rica,75+ anios,8.53
2000,Croatia,05-14 anios,0.5
2000,Croatia,15-24 anios,11.1
2000,Croatia,25-34 anios,13.44
2000,Croatia,35-54 anios,27.17
2000,Croatia,55-74 anios,37.02
2000,Croatia,75+ anios,58.1
2000,Cuba,05-14 anios,0.42
2000,Cuba,15-24 anios,10.46
2000,Cuba,25-34 anios,16.4
2000,Cuba,35-54 anios,19.91
2000,Cuba,55-74 anios,29.61
2000,Cuba,75+ anios,54.86
2000,Cyprus,05-14 anios,0
2000,Cyprus,15-24 anios,0
2000,Cyprus,25-34 anios,3.44
2000,Cyprus,35-54 anios,0.81
2000,Cyprus,55-74 anios,0
2000,Cyprus,75+ anios,0
2000,Czech Republic,05-14 anios,0.97
2000,Czech Republic,15-24 anios,10.5
2000,Czech Republic,25-34 anios,13.03
2000,Czech Republic,35-54 anios,22.36
2000,Czech Republic,55-74 anios,20.92
2000,Czech Republic,75+ anios,35.21
2000,Denmark,05-14 anios,0.15
2000,Denmark,15-24 anios,7.85
2000,Denmark,25-34 anios,9.71
2000,Denmark,35-54 anios,18.9
2000,Denmark,55-74 anios,19.15
2000,Denmark,75+ anios,30.16
2000,Ecuador,05-14 anios,0.98
2000,Ecuador,15-24 anios,8.35
2000,Ecuador,25-34 anios,6.41
2000,Ecuador,35-54 anios,4.95
2000,Ecuador,55-74 anios,3.79
2000,Ecuador,75+ anios,3.7
2000,El Salvador,05-14 anios,0.43
2000,El Salvador,15-24 anios,17.48
2000,El Salvador,25-34 anios,12.64
2000,El Salvador,35-54 anios,10.3
2000,El Salvador,55-74 anios,6.27
2000,El Salvador,75+ anios,6.43
2000,Estonia,05-14 anios,0.54
2000,Estonia,15-24 anios,17.98
2000,Estonia,25-34 anios,25.39
2000,Estonia,35-54 anios,40.65
2000,Estonia,55-74 anios,35.63
2000,Estonia,75+ anios,37.69
2000,Finland,05-14 anios,0.31
2000,Finland,15-24 anios,19.86
2000,Finland,25-34 anios,29.96
2000,Finland,35-54 anios,32.92
2000,Finland,55-74 anios,25.21
2000,Finland,75+ anios,18.16
2000,France,05-14 anios,0.58
2000,France,15-24 anios,7.95
2000,France,25-34 anios,16.49
2000,France,35-54 anios,25.88
2000,France,55-74 anios,24.83
2000,France,75+ anios,42.21
2000,Georgia,05-14 anios,0
2000,Georgia,15-24 anios,1.16
2000,Georgia,25-34 anios,2.57
2000,Georgia,35-54 anios,3.42
2000,Georgia,55-74 anios,6.58
2000,Georgia,75+ anios,7.26
2000,Germany,05-14 anios,0.37
2000,Germany,15-24 anios,7.73
2000,Germany,25-34 anios,10.44
2000,Germany,35-54 anios,15.74
2000,Germany,55-74 anios,19.26
2000,Germany,75+ anios,30.18
2000,Greece,05-14 anios,0.17
2000,Greece,15-24 anios,2.61
2000,Greece,25-34 anios,4.17
2000,Greece,35-54 anios,4.15
2000,Greece,55-74 anios,4.41
2000,Greece,75+ anios,6.28
2000,Guatemala,05-14 anios,0.25
2000,Guatemala,15-24 anios,2.85
2000,Guatemala,25-34 anios,3.5
2000,Guatemala,35-54 anios,1.53
2000,Guatemala,55-74 anios,2.97
2000,Guatemala,75+ anios,2.04
2000,Hungary,05-14 anios,0.91
2000,Hungary,15-24 anios,10.91
2000,Hungary,25-34 anios,23.82
2000,Hungary,35-54 anios,47.96
2000,Hungary,55-74 anios,46.58
2000,Hungary,75+ anios,81.78
2000,Iceland,05-14 anios,0
2000,Iceland,15-24 anios,32.69
2000,Iceland,25-34 anios,31.48
2000,Iceland,35-54 anios,18.21
2000,Iceland,55-74 anios,22.26
2000,Iceland,75+ anios,0
2000,Ireland,05-14 anios,0.18
2000,Ireland,15-24 anios,16.53
2000,Ireland,25-34 anios,19.05
2000,Ireland,35-54 anios,17.42
2000,Ireland,55-74 anios,10.81
2000,Ireland,75+ anios,6.52
2000,Israel,05-14 anios,0.09
2000,Israel,15-24 anios,6.93
2000,Israel,25-34 anios,8.85
2000,Israel,35-54 anios,8.49
2000,Israel,55-74 anios,8
2000,Israel,75+ anios,19.23
2000,Italy,05-14 anios,0.2
2000,Italy,15-24 anios,4.15
2000,Italy,25-34 anios,6.45
2000,Italy,35-54 anios,7.72
2000,Italy,55-74 anios,9.78
2000,Italy,75+ anios,17.31
2000,Jamaica,05-14 anios,0
2000,Jamaica,15-24 anios,0.21
2000,Jamaica,25-34 anios,0
2000,Jamaica,35-54 anios,0.37
2000,Jamaica,55-74 anios,0
2000,Jamaica,75+ anios,0
2000,Japan,05-14 anios,0.59
2000,Japan,15-24 anios,11.47
2000,Japan,25-34 anios,19.09
2000,Japan,35-54 anios,29.19
2000,Japan,55-74 anios,37.49
2000,Japan,75+ anios,38.03
2000,Kazakhstan,05-14 anios,2.16
2000,Kazakhstan,15-24 anios,28.88
2000,Kazakhstan,25-34 anios,43.83
2000,Kazakhstan,35-54 anios,46.81
2000,Kazakhstan,55-74 anios,43.02
2000,Kazakhstan,75+ anios,30.99
2000,Kiribati,05-14 anios,0
2000,Kiribati,15-24 anios,0
2000,Kiribati,25-34 anios,0
2000,Kiribati,35-54 anios,0
2000,Kiribati,55-74 anios,0
2000,Kiribati,75+ anios,0
2000,Kuwait,05-14 anios,0
2000,Kuwait,15-24 anios,1.6
2000,Kuwait,25-34 anios,3.73
2000,Kuwait,35-54 anios,1.11
2000,Kuwait,55-74 anios,1.05
2000,Kuwait,75+ anios,0
2000,Kyrgyzstan,05-14 anios,1.44
2000,Kyrgyzstan,15-24 anios,10.64
2000,Kyrgyzstan,25-34 anios,13.86
2000,Kyrgyzstan,35-54 anios,18.1
2000,Kyrgyzstan,55-74 anios,22.42
2000,Kyrgyzstan,75+ anios,20.84
2000,Latvia,05-14 anios,1.86
2000,Latvia,15-24 anios,17.93
2000,Latvia,25-34 anios,30.28
2000,Latvia,35-54 anios,47.03
2000,Latvia,55-74 anios,45.64
2000,Latvia,75+ anios,52.96
2000,Lithuania,05-14 anios,1.17
2000,Lithuania,15-24 anios,31.36
2000,Lithuania,25-34 anios,50.18
2000,Lithuania,35-54 anios,75.76
2000,Lithuania,55-74 anios,62.4
2000,Lithuania,75+ anios,43.39
2000,Luxembourg,05-14 anios,0
2000,Luxembourg,15-24 anios,8.13
2000,Luxembourg,25-34 anios,11.76
2000,Luxembourg,35-54 anios,13.72
2000,Luxembourg,55-74 anios,28.39
2000,Luxembourg,75+ anios,34.49
2000,Maldives,05-14 anios,0
2000,Maldives,15-24 anios,0
2000,Maldives,25-34 anios,0
2000,Maldives,35-54 anios,0
2000,Maldives,55-74 anios,0
2000,Maldives,75+ anios,0
2000,Malta,05-14 anios,0
2000,Malta,15-24 anios,1.71
2000,Malta,25-34 anios,8.09
2000,Malta,35-54 anios,11.29
2000,Malta,55-74 anios,4.51
2000,Malta,75+ anios,10.54
2000,Mauritius,05-14 anios,0
2000,Mauritius,15-24 anios,17.57
2000,Mauritius,25-34 anios,19.67
2000,Mauritius,35-54 anios,15.31
2000,Mauritius,55-74 anios,11.91
2000,Mauritius,75+ anios,3.81
2000,Mexico,05-14 anios,0.52
2000,Mexico,15-24 anios,5.33
2000,Mexico,25-34 anios,5.23
2000,Mexico,35-54 anios,4.54
2000,Mexico,55-74 anios,4.43
2000,Mexico,75+ anios,6.06
2000,Montenegro,05-14 anios,0
2000,Montenegro,15-24 anios,0
2000,Montenegro,25-34 anios,0
2000,Montenegro,35-54 anios,0
2000,Montenegro,55-74 anios,0
2000,Montenegro,75+ anios,0
2000,Netherlands,05-14 anios,0.25
2000,Netherlands,15-24 anios,5.72
2000,Netherlands,25-34 anios,9.3
2000,Netherlands,35-54 anios,13.63
2000,Netherlands,55-74 anios,12.65
2000,Netherlands,75+ anios,14.92
2000,New Zealand,05-14 anios,0.67
2000,New Zealand,15-24 anios,18.18
2000,New Zealand,25-34 anios,22.45
2000,New Zealand,35-54 anios,13.02
2000,New Zealand,55-74 anios,11.73
2000,New Zealand,75+ anios,9.87
2000,Norway,05-14 anios,0.67
2000,Norway,15-24 anios,15.48
2000,Norway,25-34 anios,16.21
2000,Norway,35-54 anios,15.92
2000,Norway,55-74 anios,14.01
2000,Norway,75+ anios,11.15
2000,Panama,05-14 anios,0.32
2000,Panama,15-24 anios,5.73
2000,Panama,25-34 anios,7.31
2000,Panama,35-54 anios,7
2000,Panama,55-74 anios,5.9
2000,Panama,75+ anios,15.36
2000,Paraguay,05-14 anios,0.38
2000,Paraguay,15-24 anios,4.81
2000,Paraguay,25-34 anios,4.71
2000,Paraguay,35-54 anios,4.15
2000,Paraguay,55-74 anios,5.02
2000,Paraguay,75+ anios,2.31
2000,Philippines,05-14 anios,0.17
2000,Philippines,15-24 anios,2.82
2000,Philippines,25-34 anios,3.1
2000,Philippines,35-54 anios,2.63
2000,Philippines,55-74 anios,2.91
2000,Philippines,75+ anios,3.81
2000,Poland,05-14 anios,0.85
2000,Poland,15-24 anios,11.56
2000,Poland,25-34 anios,15.24
2000,Poland,35-54 anios,24.84
2000,Poland,55-74 anios,18.8
2000,Poland,75+ anios,17.07
2000,Portugal,05-14 anios,0
2000,Portugal,15-24 anios,2.35
2000,Portugal,25-34 anios,3.15
2000,Portugal,35-54 anios,4.42
2000,Portugal,55-74 anios,8.67
2000,Portugal,75+ anios,19.72
2000,Puerto Rico,05-14 anios,0
2000,Puerto Rico,15-24 anios,5.55
2000,Puerto Rico,25-34 anios,9.56
2000,Puerto Rico,35-54 anios,13.93
2000,Puerto Rico,55-74 anios,10.82
2000,Puerto Rico,75+ anios,10.62
2000,Republic of Korea,05-14 anios,0.45
2000,Republic of Korea,15-24 anios,8.68
2000,Republic of Korea,25-34 anios,12.27
2000,Republic of Korea,35-54 anios,18.3
2000,Republic of Korea,55-74 anios,26.59
2000,Republic of Korea,75+ anios,47.99
2000,Romania,05-14 anios,0.98
2000,Romania,15-24 anios,6.08
2000,Romania,25-34 anios,11.58
2000,Romania,35-54 anios,19.97
2000,Romania,55-74 anios,19.36
2000,Romania,75+ anios,17.93
2000,Russian Federation,05-14 anios,2.6
2000,Russian Federation,15-24 anios,33.73
2000,Russian Federation,25-34 anios,49.21
2000,Russian Federation,35-54 anios,54.26
2000,Russian Federation,55-74 anios,47.01
2000,Russian Federation,75+ anios,41.69
2000,Saint Lucia,05-14 anios,2.88
2000,Saint Lucia,15-24 anios,0
2000,Saint Lucia,25-34 anios,16.34
2000,Saint Lucia,35-54 anios,9.39
2000,Saint Lucia,55-74 anios,27.61
2000,Saint Lucia,75+ anios,35.67
2000,Saint Vincent and Grenadines,05-14 anios,0
2000,Saint Vincent and Grenadines,15-24 anios,9.22
2000,Saint Vincent and Grenadines,25-34 anios,0
2000,Saint Vincent and Grenadines,35-54 anios,13.32
2000,Saint Vincent and Grenadines,55-74 anios,0
2000,Saint Vincent and Grenadines,75+ anios,0
2000,San Marino,05-14 anios,0
2000,San Marino,15-24 anios,0
2000,San Marino,25-34 anios,22.97
2000,San Marino,35-54 anios,0
2000,San Marino,55-74 anios,0
2000,San Marino,75+ anios,0
2000,Serbia,05-14 anios,1.03
2000,Serbia,15-24 anios,9.77
2000,Serbia,25-34 anios,13.33
2000,Serbia,35-54 anios,18.2
2000,Serbia,55-74 anios,37.42
2000,Serbia,75+ anios,71.8
2000,Singapore,05-14 anios,1.22
2000,Singapore,15-24 anios,7.08
2000,Singapore,25-34 anios,9.15
2000,Singapore,35-54 anios,11.87
2000,Singapore,55-74 anios,16.38
2000,Singapore,75+ anios,33.75
2000,Slovakia,05-14 anios,0.52
2000,Slovakia,15-24 anios,8.15
2000,Slovakia,25-34 anios,11.31
2000,Slovakia,35-54 anios,21.91
2000,Slovakia,55-74 anios,20.24
2000,Slovakia,75+ anios,20.94
2000,Slovenia,05-14 anios,0.45
2000,Slovenia,15-24 anios,15.93
2000,Slovenia,25-34 anios,22.25
2000,Slovenia,35-54 anios,38.48
2000,Slovenia,55-74 anios,49.36
2000,Slovenia,75+ anios,54.24
2000,South Africa,05-14 anios,0.06
2000,South Africa,15-24 anios,0.62
2000,South Africa,25-34 anios,0.97
2000,South Africa,35-54 anios,1.04
2000,South Africa,55-74 anios,0.77
2000,South Africa,75+ anios,0.91
2000,Spain,05-14 anios,0.22
2000,Spain,15-24 anios,4.66
2000,Spain,25-34 anios,7.62
2000,Spain,35-54 anios,8.74
2000,Spain,55-74 anios,12.61
2000,Spain,75+ anios,22.46
2000,Sri Lanka,05-14 anios,1.42
2000,Sri Lanka,15-24 anios,31.15
2000,Sri Lanka,25-34 anios,39.22
2000,Sri Lanka,35-54 anios,38.72
2000,Sri Lanka,55-74 anios,41.23
2000,Sri Lanka,75+ anios,58.85
2000,Suriname,05-14 anios,1.01
2000,Suriname,15-24 anios,14.55
2000,Suriname,25-34 anios,21.33
2000,Suriname,35-54 anios,16.28
2000,Suriname,55-74 anios,11.19
2000,Suriname,75+ anios,0
2000,Sweden,05-14 anios,0.17
2000,Sweden,15-24 anios,8.68
2000,Sweden,25-34 anios,11.72
2000,Sweden,35-54 anios,16.3
2000,Sweden,55-74 anios,18.3
2000,Sweden,75+ anios,22.46
2000,Switzerland,05-14 anios,0.59
2000,Switzerland,15-24 anios,11.83
2000,Switzerland,25-34 anios,18.16
2000,Switzerland,35-54 anios,22.34
2000,Switzerland,55-74 anios,26.73
2000,Switzerland,75+ anios,44.81
2000,Thailand,05-14 anios,0
2000,Thailand,15-24 anios,11.21
2000,Thailand,25-34 anios,13.91
2000,Thailand,35-54 anios,9.79
2000,Thailand,55-74 anios,8.41
2000,Thailand,75+ anios,8.71
2000,Trinidad and Tobago,05-14 anios,1.28
2000,Trinidad and Tobago,15-24 anios,13.28
2000,Trinidad and Tobago,25-34 anios,18.73
2000,Trinidad and Tobago,35-54 anios,18.51
2000,Trinidad and Tobago,55-74 anios,17.15
2000,Trinidad and Tobago,75+ anios,28.69
2000,Turkmenistan,05-14 anios,0.78
2000,Turkmenistan,15-24 anios,15.01
2000,Turkmenistan,25-34 anios,15.26
2000,Turkmenistan,35-54 anios,11.97
2000,Turkmenistan,55-74 anios,5.93
2000,Turkmenistan,75+ anios,8.78
2000,Ukraine,05-14 anios,1.78
2000,Ukraine,15-24 anios,17.55
2000,Ukraine,25-34 anios,29.14
2000,Ukraine,35-54 anios,42.09
2000,Ukraine,55-74 anios,43.19
2000,Ukraine,75+ anios,35.54
2000,United Kingdom,05-14 anios,0.12
2000,United Kingdom,15-24 anios,6.79
2000,United Kingdom,25-34 anios,10.54
2000,United Kingdom,35-54 anios,10.36
2000,United Kingdom,55-74 anios,7.05
2000,United Kingdom,75+ anios,7.53
2000,United States,05-14 anios,0.75
2000,United States,15-24 anios,10.19
2000,United States,25-34 anios,12.01
2000,United States,35-54 anios,14.49
2000,United States,55-74 anios,12.27
2000,United States,75+ anios,18.16
2000,Uruguay,05-14 anios,0.73
2000,Uruguay,15-24 anios,14.28
2000,Uruguay,25-34 anios,15.52
2000,Uruguay,35-54 anios,21.57
2000,Uruguay,55-74 anios,29.57
2000,Uruguay,75+ anios,40.06
2000,Uzbekistan,05-14 anios,1.09
2000,Uzbekistan,15-24 anios,10.72
2000,Uzbekistan,25-34 anios,12.43
2000,Uzbekistan,35-54 anios,13.4
2000,Uzbekistan,55-74 anios,11.84
2000,Uzbekistan,75+ anios,9.63
2001,Albania,05-14 anios,1.27
2001,Albania,15-24 anios,3.6
2001,Albania,25-34 anios,6.06
2001,Albania,35-54 anios,6.14
2001,Albania,55-74 anios,4.4
2001,Albania,75+ anios,3.83
2001,Antigua and Barbuda,05-14 anios,0
2001,Antigua and Barbuda,15-24 anios,0
2001,Antigua and Barbuda,25-34 anios,0
2001,Antigua and Barbuda,35-54 anios,9.22
2001,Antigua and Barbuda,55-74 anios,0
2001,Antigua and Barbuda,75+ anios,0
2001,Argentina,05-14 anios,0.76
2001,Argentina,15-24 anios,10.38
2001,Argentina,25-34 anios,8.52
2001,Argentina,35-54 anios,9.88
2001,Argentina,55-74 anios,15.46
2001,Argentina,75+ anios,20.12
2001,Armenia,05-14 anios,0.46
2001,Armenia,15-24 anios,0.57
2001,Armenia,25-34 anios,0.53
2001,Armenia,35-54 anios,2.08
2001,Armenia,55-74 anios,4.06
2001,Armenia,75+ anios,6.57
2001,Aruba,05-14 anios,0
2001,Aruba,15-24 anios,0
2001,Aruba,25-34 anios,0
2001,Aruba,35-54 anios,12.96
2001,Aruba,55-74 anios,0
2001,Aruba,75+ anios,0
2001,Australia,05-14 anios,0.3
2001,Australia,15-24 anios,12.92
2001,Australia,25-34 anios,20.81
2001,Australia,35-54 anios,17.37
2001,Australia,55-74 anios,11.96
2001,Australia,75+ anios,13.82
2001,Austria,05-14 anios,0.21
2001,Austria,15-24 anios,12.41
2001,Austria,25-34 anios,15.19
2001,Austria,35-54 anios,21.22
2001,Austria,55-74 anios,27.88
2001,Austria,75+ anios,41.75
2001,Azerbaijan,05-14 anios,1.75
2001,Azerbaijan,15-24 anios,4.19
2001,Azerbaijan,25-34 anios,4.95
2001,Azerbaijan,35-54 anios,4.68
2001,Azerbaijan,55-74 anios,6.97
2001,Azerbaijan,75+ anios,7.06
2001,Bahamas,05-14 anios,0
2001,Bahamas,15-24 anios,0
2001,Bahamas,25-34 anios,0
2001,Bahamas,35-54 anios,1.28
2001,Bahamas,55-74 anios,0
2001,Bahamas,75+ anios,0
2001,Bahrain,05-14 anios,0.77
2001,Bahrain,15-24 anios,2.44
2001,Bahrain,25-34 anios,6.13
2001,Bahrain,35-54 anios,4.84
2001,Bahrain,55-74 anios,2.97
2001,Bahrain,75+ anios,0
2001,Barbados,05-14 anios,0
2001,Barbados,15-24 anios,0
2001,Barbados,25-34 anios,0
2001,Barbados,35-54 anios,1.27
2001,Barbados,55-74 anios,2.66
2001,Barbados,75+ anios,0
2001,Belarus,05-14 anios,1.43
2001,Belarus,15-24 anios,22.23
2001,Belarus,25-34 anios,38.42
2001,Belarus,35-54 anios,48.55
2001,Belarus,55-74 anios,44.89
2001,Belarus,75+ anios,33.5
2001,Belgium,05-14 anios,0.9
2001,Belgium,15-24 anios,12.29
2001,Belgium,25-34 anios,20.75
2001,Belgium,35-54 anios,30.93
2001,Belgium,55-74 anios,25.39
2001,Belgium,75+ anios,33.47
2001,Belize,05-14 anios,0
2001,Belize,15-24 anios,11.59
2001,Belize,25-34 anios,19.64
2001,Belize,35-54 anios,7.3
2001,Belize,55-74 anios,6.76
2001,Belize,75+ anios,28.65
2001,Brazil,05-14 anios,0.32
2001,Brazil,15-24 anios,4.72
2001,Brazil,25-34 anios,5.83
2001,Brazil,35-54 anios,6.78
2001,Brazil,55-74 anios,6.98
2001,Brazil,75+ anios,9.41
2001,Bulgaria,05-14 anios,0.91
2001,Bulgaria,15-24 anios,7.93
2001,Bulgaria,25-34 anios,10.81
2001,Bulgaria,35-54 anios,17.77
2001,Bulgaria,55-74 anios,24.82
2001,Bulgaria,75+ anios,53.56
2001,Canada,05-14 anios,0.66
2001,Canada,15-24 anios,11.9
2001,Canada,25-34 anios,14.23
2001,Canada,35-54 anios,17.77
2001,Canada,55-74 anios,12.64
2001,Canada,75+ anios,9.59
2001,Chile,05-14 anios,0.78
2001,Chile,15-24 anios,12.18
2001,Chile,25-34 anios,14.02
2001,Chile,35-54 anios,15.72
2001,Chile,55-74 anios,14.12
2001,Chile,75+ anios,12.38
2001,Colombia,05-14 anios,0.93
2001,Colombia,15-24 anios,11.25
2001,Colombia,25-34 anios,8.07
2001,Colombia,35-54 anios,5.95
2001,Colombia,55-74 anios,7.88
2001,Colombia,75+ anios,7.93
2001,Costa Rica,05-14 anios,0.61
2001,Costa Rica,15-24 anios,5.54
2001,Costa Rica,25-34 anios,8.63
2001,Costa Rica,35-54 anios,7.19
2001,Costa Rica,55-74 anios,5.61
2001,Costa Rica,75+ anios,9.24
2001,Croatia,05-14 anios,0.77
2001,Croatia,15-24 anios,10.59
2001,Croatia,25-34 anios,15.09
2001,Croatia,35-54 anios,22.35
2001,Croatia,55-74 anios,34.68
2001,Croatia,75+ anios,45.63
2001,Cuba,05-14 anios,0.48
2001,Cuba,15-24 anios,8.43
2001,Cuba,25-34 anios,13.74
2001,Cuba,35-54 anios,16.89
2001,Cuba,55-74 anios,29.17
2001,Cuba,75+ anios,48.96
2001,Czech Republic,05-14 anios,0.5
2001,Czech Republic,15-24 anios,9.97
2001,Czech Republic,25-34 anios,12.77
2001,Czech Republic,35-54 anios,23.16
2001,Czech Republic,55-74 anios,19.02
2001,Czech Republic,75+ anios,34.34
2001,Denmark,05-14 anios,0.3
2001,Denmark,15-24 anios,7.51
2001,Denmark,25-34 anios,8.61
2001,Denmark,35-54 anios,17.93
2001,Denmark,55-74 anios,19.54
2001,Denmark,75+ anios,34.27
2001,Ecuador,05-14 anios,1.11
2001,Ecuador,15-24 anios,8.68
2001,Ecuador,25-34 anios,6.79
2001,Ecuador,35-54 anios,5.07
2001,Ecuador,55-74 anios,4.63
2001,Ecuador,75+ anios,6.66
2001,El Salvador,05-14 anios,0.92
2001,El Salvador,15-24 anios,18.55
2001,El Salvador,25-34 anios,13.69
2001,El Salvador,35-54 anios,10.76
2001,El Salvador,55-74 anios,8.45
2001,El Salvador,75+ anios,9.63
2001,Estonia,05-14 anios,2.28
2001,Estonia,15-24 anios,21.01
2001,Estonia,25-34 anios,26.9
2001,Estonia,35-54 anios,40.93
2001,Estonia,55-74 anios,36.7
2001,Estonia,75+ anios,47.77
